4La5,28.0
3Gd1,30.133333333333333
2Gc2,24.857142857142858
4Bb1,14.0
4Bc1,10.0
3Ac1,37.0
2Cc1,125.0
1Bb1,89.10112359550563
2Fd5,27.925925925925924
4Ja2,67.0
2Ed1,15.266666666666666
3Lb1,27.58181818181818
3Ja5,43.0
4Kb2,45.0
3Cb1,97.0
4La1,44.0
4Jb2,40.0
3Ka1,106.0
4Fa2,8.666666666666668
3Ad2,9.0
3Cc1,120.0
3Hc2,10.100000000000001
4Na1,32.16129032258065
4Ja1,20.0
3Bb1,167.0
3Ka5,13.0
2Bc1,168.0
1Fb2,13.0
4Ka2,250.82295081967212
3Fc1,20.51219512195122
1Ac1,42.26027397260275
1Ha1,6.846153846153847
2Aa5,19.230769230769234
4La2,49.0
3Ja1,137.35
3La2,47.0
4Kc2,48.606557377049185
3Bc1,177.9076086956522
4Od2,12.333333333333336
1Aa1,64.25714285714287
2Bb1,134.0
3Ic5,2.5999999999999996
2Hb5,6.538461538461538
1Ib1,16.636363636363633
3Ja2,254.0
2Jc5,4.25
4Ja5,2.0
3Ob2,8.333333333333332
4Ka5,12.0
3Da1,66.02941176470588
3Bc2,6.0
3Ka2,13.0
4Ka1,10.0
4Kb1,12.0
3Na5,15.066666666666666
4Oa2,10.789473684210527
4Kb5,10.0
3Id5,6.0
4Bd1,48.33333333333333
4Jb1,27.0
